2007-09-20 00:00	721.534	723.375	721.468	721.947	230
2007-09-20 04:00	721.904	726.759	721.083	726.499	236
2007-09-20 08:00	726.387	729.839	725.574	729.063	240
2007-09-20 12:00	728.996	738.211	728.503	736.312	240
2007-09-20 16:00	736.236	736.323	730.882	734.752	239
2007-09-20 20:00	734.757	734.848	732.147	733.583	204
2007-09-21 00:00	733.565	735.599	733.432	735.252	224
2007-09-21 04:00	735.267	739.045	734.934	736.043	238
2007-09-21 08:00	736.208	737.603	734.228	735.496	240
2007-09-21 12:00	735.473	737.506	726.474	728.042	240
2007-09-21 16:00	728.063	733.004	727.709	730.472	233
2007-09-21 20:00	730.427	730.967	730.173	730.853	48
2007-09-23 20:00	730.547	730.695	730.498	730.620	122
2007-09-24 00:00	730.723	735.565	730.646	734.506	232
2007-09-24 04:00	734.322	735.210	732.724	734.228	236
2007-09-24 08:00	734.243	735.914	731.704	734.384	239
2007-09-24 12:00	734.453	734.611	726.480	730.150	240
2007-09-24 16:00	730.335	733.373	729.225	729.687	231
2007-09-24 20:00	729.585	733.382	728.751	730.353	184
2007-09-25 00:00	730.041	730.737	727.584	727.873	233
2007-09-25 04:00	727.878	728.530	723.682	723.842	236
2007-09-25 08:00	723.920	727.913	721.994	723.731	240
2007-09-25 12:00	723.706	730.518	723.560	729.146	240
2007-09-25 16:00	729.149	733.426	728.566	730.752	228
2007-09-25 20:00	730.725	733.438	730.460	731.448	180
2007-09-26 00:00	730.855	733.397	730.026	733.053	202
2007-09-26 04:00	733.075	733.231	730.437	732.617	220
2007-09-26 08:00	732.568	733.312	728.615	729.580	235
2007-09-26 12:00	729.449	736.293	725.920	728.797	240
2007-09-26 16:00	728.810	729.375	726.233	728.175	233
2007-09-26 20:00	728.074	728.469	726.672	727.236	195
2007-09-27 00:00	727.688	728.197	726.682	728.120	229
2007-09-27 04:00	728.110	730.908	727.220	729.297	230
2007-09-27 08:00	729.243	733.464	728.041	733.078	240
2007-09-27 12:00	733.040	735.458	728.877	729.735	240
2007-09-27 16:00	729.886	734.564	729.547	734.223	235
2007-09-27 20:00	734.240	734.724	728.211	733.371	183
2007-09-28 00:00	734.263	737.914	733.831	736.305	239
2007-09-28 04:00	736.241	737.265	733.914	736.065	240
2007-09-28 08:00	736.154	739.330	735.902	737.649	239
2007-09-28 12:00	737.612	745.323	736.990	743.247	240
2007-09-28 16:00	743.170	745.234	742.012	742.634	240
2007-09-28 20:00	742.607	744.290	742.227	743.005	51
2007-09-30 20:00	744.248	744.456	742.398	743.036	133
2007-10-01 00:00	743.067	745.134	742.700	744.787	207
2007-10-01 04:00	744.805	746.294	743.622	744.298	238
2007-10-01 08:00	744.281	746.301	742.762	742.989	234
2007-10-01 12:00	743.120	747.376	740.385	745.440	239
2007-10-01 16:00	745.429	747.301	744.344	746.691	231
2007-10-01 20:00	746.678	747.051	746.036	746.825	172
2007-10-02 00:00	746.548	746.737	741.248	741.920	229
2007-10-02 04:00	741.847	742.944	730.924	733.420	239
2007-10-02 08:00	733.698	737.398	730.545	733.770	239
2007-10-02 12:00	733.523	734.747	724.045	727.348	240
2007-10-02 16:00	726.748	732.020	725.345	731.395	234
2007-10-02 20:00	731.348	733.048	730.507	732.497	188
2007-10-03 00:00	732.497	734.452	731.048	734.098	231
2007-10-03 04:00	734.145	735.848	732.798	733.498	237
2007-10-03 08:00	733.698	734.298	728.948	730.973	239
2007-10-03 12:00	731.520	734.298	726.069	727.948	240
2007-10-03 16:00	727.820	731.147	725.520	727.497	236
