2007-09-20 00:00	721.534	738.211	721.083	733.583	1389
2007-09-21 00:00	733.565	739.045	726.474	730.853	1223
2007-09-23 00:00	730.547	730.695	730.498	730.620	122
2007-09-24 00:00	730.723	735.914	726.480	730.353	1362
2007-09-25 00:00	730.041	733.438	721.994	731.448	1357
2007-09-26 00:00	730.855	736.293	725.920	727.236	1325
2007-09-27 00:00	727.688	735.458	726.682	733.371	1357
2007-09-28 00:00	734.263	745.323	733.831	743.005	1249
2007-09-30 00:00	744.248	744.456	742.398	743.036	133
2007-10-01 00:00	743.067	747.376	740.385	746.825	1321
2007-10-02 00:00	746.548	746.737	724.045	732.497	1369
2007-10-03 00:00	732.497	735.848	725.520	727.748	1374
2007-10-04 00:00	727.548	738.448	720.319	735.497	1364
2007-10-05 00:00	735.448	743.970	726.764	742.048	1214
2007-10-07 00:00	742.070	742.263	740.345	741.121	127
2007-10-08 00:00	741.431	742.062	730.965	731.508	1323
2007-10-09 00:00	731.926	740.125	726.494	737.412	1349
2007-10-10 00:00	737.403	745.534	736.992	740.951	1360
2007-10-11 00:00	741.109	753.484	740.791	748.488	1379
2007-10-12 00:00	748.474	751.814	744.614	749.445	1235
2007-10-14 00:00	748.848	749.328	747.231	748.022	123
2007-10-15 00:00	747.830	759.912	747.760	757.908	1386
2007-10-16 00:00	757.934	766.479	753.616	760.715	1384
2007-10-17 00:00	761.164	764.648	751.574	755.666	1390
2007-10-18 00:00	755.850	771.046	755.550	769.288	1403
2007-10-19 00:00	769.294	769.983	757.765	764.548	1250
2007-10-21 00:00	764.548	768.048	764.444	767.345	145
2007-10-22 00:00	767.497	767.729	744.995	753.215	1388
2007-10-23 00:00	753.260	760.558	753.022	758.107	1387
2007-10-24 00:00	758.263	764.093	753.696	762.641	1381
2007-10-25 00:00	762.523	769.506	761.338	769.497	1391
2007-10-26 00:00	769.380	785.443	769.161	784.558	1241
2007-10-28 00:00	784.845	789.645	783.871	788.977	142
2007-10-29 00:00	789.132	794.277	784.947	790.470	1405
