"Date","Price","Open","High","Low","Vol.","Change %"
"01/09/2009","853.45","857.05","868.65","844.90","","-0.54%"
"01/08/2009","858.10","843.75","865.65","834.50","","1.92%"
"01/07/2009","841.95","864.60","867.35","835.80","","-2.57%"
"01/06/2009","864.15","859.85","870.70","839.55","","0.60%"
"01/05/2009","859.00","878.00","884.55","844.50","","-2.00%"
"01/02/2009","876.55","882.80","888.35","868.10","","-0.63%"
"01/01/2009","882.15","881.30","882.15","881.30","","0.22%"
"12/31/2008","880.20","874.30","884.00","857.25","","0.70%"
"12/30/2008","874.05","879.05","884.55","864.50","","-0.30%"
"12/29/2008","876.65","868.80","891.05","868.80","","0.80%"
"12/26/2008","869.65","842.00","871.60","842.00","","2.80%"
"12/25/2008","846.00","846.00","846.00","840.50","","-0.18%"
"12/24/2008","847.55","840.60","849.45","835.80","","0.96%"
"12/23/2008","839.45","848.45","849.70","830.20","","-0.93%"
"12/22/2008","847.30","838.75","852.25","837.55","","1.07%"
"12/19/2008","838.35","853.70","854.60","830.60","","-1.88%"
"12/18/2008","854.40","868.00","878.85","848.85","","-1.37%"
"12/17/2008","866.30","858.20","882.20","847.50","","0.94%"
"12/16/2008","858.20","839.25","860.70","830.50","","2.16%"
"12/15/2008","840.05","822.05","845.70","822.05","","2.20%"
"12/12/2008","821.95","819.85","830.10","808.50","","-0.03%"
"12/11/2008","822.20","811.25","835.30","803.10","","1.66%"
"12/10/2008","808.75","776.35","814.10","774.65","","4.14%"
"12/09/2008","776.60","772.90","781.05","763.30","","0.50%"
"12/08/2008","772.70","754.80","782.70","753.65","","2.02%"
"12/05/2008","757.40","767.15","773.45","741.90","","-1.21%"
"12/04/2008","766.65","773.65","788.60","762.90","","-0.97%"
"12/03/2008","774.15","782.85","784.45","764.85","","-1.13%"
"12/02/2008","783.00","771.55","786.85","762.30","","1.62%"
"12/01/2008","770.55","816.00","819.25","769.00","","-5.74%"
"11/28/2008","817.50","816.75","821.60","811.00","","0.18%"
"11/27/2008","816.05","813.35","818.00","810.20","","0.35%"
"11/26/2008","813.20","821.40","824.00","809.40","","-1.14%"
"11/25/2008","822.55","820.95","831.60","803.30","","0.18%"
"11/24/2008","821.05","801.95","830.70","786.95","","2.63%"
"11/21/2008","800.00","744.60","802.20","743.90","","7.15%"
"11/20/2008","746.60","734.45","753.10","733.80","","1.73%"
"11/19/2008","733.90","738.35","763.80","727.50","","-0.54%"
"11/18/2008","737.85","737.35","746.50","732.00","","0.13%"
"11/17/2008","736.90","742.85","749.35","731.00","","-0.76%"
"11/14/2008","742.55","736.30","752.75","726.10","","0.54%"
"11/13/2008","738.55","713.05","738.75","702.25","","3.76%"
"11/12/2008","711.80","732.20","739.70","709.30","","-2.76%"
"11/11/2008","732.00","746.80","750.00","727.10","","-1.94%"
"11/10/2008","746.50","735.80","768.80","735.80","","1.23%"
"11/07/2008","737.45","734.40","745.40","726.25","","0.47%"
"11/06/2008","734.00","742.15","761.50","730.35","","-0.90%"
"11/05/2008","740.65","763.55","769.50","738.70","","-3.23%"
"11/04/2008","765.40","724.00","768.70","722.60","","5.88%"
"11/03/2008","722.90","723.85","739.15","722.05","","-0.30%"
"10/31/2008","725.05","738.20","742.50","719.40","","-1.69%"
"10/30/2008","737.50","757.20","778.30","735.40","","-2.49%"
"10/29/2008","756.30","747.45","775.40","738.00","","1.41%"
"10/28/2008","745.80","730.65","756.50","725.20","","2.01%"
"10/27/2008","731.10","734.85","747.00","707.60","","-0.57%"
"10/24/2008","735.30","724.95","743.20","682.80","","1.84%"
"10/23/2008","722.00","728.70","736.00","699.45","","-1.05%"
"10/22/2008","729.65","776.90","777.30","721.60","","-5.44%"
"10/21/2008","771.60","798.00","803.75","765.70","","-3.13%"
"10/20/2008","796.50","782.40","809.70","781.80","","1.63%"
"10/17/2008","783.70","807.00","817.00","773.30","","-2.77%"
"10/16/2008","806.00","848.85","849.90","785.30","","-5.06%"
"10/15/2008","849.00","836.20","857.10","831.10","","1.46%"
"10/14/2008","836.75","833.35","855.00","831.25","","0.47%"
"10/13/2008","832.80","851.40","873.00","823.00","","-2.18%"
"10/10/2008","851.40","914.60","935.00","827.50","","-6.80%"
"10/09/2008","913.50","907.00","920.00","879.65","","0.55%"
"10/08/2008","908.50","889.10","922.00","879.20","","2.24%"
"10/07/2008","888.60","858.00","892.60","856.95","","3.45%"
"10/06/2008","858.95","833.50","877.00","826.90","","2.65%"
"10/03/2008","836.80","837.25","848.40","820.70","","-0.02%"
"10/02/2008","837.00","871.25","876.75","831.20","","-3.88%"
"10/01/2008","870.75","872.15","894.80","865.60","","-0.14%"
"09/30/2008","871.95","904.15","916.00","857.70","","-3.78%"
"09/29/2008","906.25","884.00","923.00","869.25","","2.99%"
"09/26/2008","879.90","878.10","912.65","867.70","","0.31%"
"09/25/2008","877.20","883.10","898.10","864.35","","-0.56%"
"09/24/2008","882.10","889.75","902.70","878.50","","-1.13%"
"09/23/2008","892.20","900.30","910.30","881.65","","-1.06%"
"09/22/2008","901.80","873.25","906.40","863.00","","3.28%"
"09/19/2008","873.15","848.75","877.80","825.80","","2.45%"
"09/18/2008","852.25","865.50","907.60","846.70","","-1.38%"
"09/17/2008","864.20","777.00","867.60","775.55","","11.00%"
"09/16/2008","778.55","787.45","790.70","772.55","","-1.10%"
"09/15/2008","787.20","766.00","787.25","765.40","","2.98%"
"09/12/2008","764.45","748.95","766.75","747.05","","2.23%"
"09/11/2008","747.80","751.65","758.40","737.00","","-0.62%"
"09/10/2008","752.50","776.00","784.10","750.95","","-3.14%"
"09/09/2008","776.90","801.55","805.80","776.75","","-3.17%"
"09/08/2008","802.35","806.00","819.00","797.50","","-0.18%"
"09/05/2008","803.80","796.20","820.30","791.35","","1.04%"
"09/04/2008","795.55","801.75","815.70","794.65","","-0.71%"
"09/03/2008","801.25","806.25","809.10","790.05","","-0.53%"
"09/02/2008","805.50","816.95","819.75","791.40","","-1.54%"
"09/01/2008","818.10","835.50","836.30","816.20","","-1.53%"
"08/29/2008","830.80","833.80","839.30","829.90","","-0.41%"
"08/28/2008","834.25","826.50","845.00","826.00","","0.89%"
"08/27/2008","826.90","824.25","835.40","822.05","","0.28%"
"08/26/2008","824.60","822.05","830.50","807.50","","0.30%"
"08/25/2008","822.10","825.85","826.70","817.45","","-0.12%"
"08/22/2008","823.10","835.70","838.50","821.70","","-1.60%"
"08/21/2008","836.45","813.45","840.00","811.60","","2.80%"
"08/20/2008","813.65","813.95","818.80","801.20","","-0.07%"
"08/19/2008","814.25","799.90","816.25","783.05","","1.86%"
"08/18/2008","799.35","793.75","804.65","790.25","","1.63%"
"08/15/2008","786.50","806.40","806.50","774.90","","-2.49%"
"08/14/2008","806.60","826.40","837.50","805.40","","-2.42%"
"08/13/2008","826.60","812.30","830.60","806.30","","1.84%"
"08/12/2008","811.65","823.15","827.30","802.90","","-1.42%"
"08/11/2008","823.30","856.85","866.50","818.70","","-3.86%"
"08/08/2008","856.35","872.45","874.50","851.50","","-1.96%"
"08/07/2008","873.45","879.65","885.80","868.40","","-0.70%"
"08/06/2008","879.60","874.40","887.00","873.35","","0.61%"
"08/05/2008","874.25","895.25","895.90","873.80","","-2.28%"
"08/04/2008","894.65","910.45","916.20","894.40","","-1.75%"
"08/01/2008","910.55","914.55","917.90","902.80","","-0.36%"
"07/31/2008","913.85","908.00","926.20","906.90","","0.82%"
"07/30/2008","906.45","918.50","919.65","894.50","","-1.24%"
"07/29/2008","917.85","931.05","934.00","914.80","","-1.40%"
"07/28/2008","930.90","928.90","933.40","922.95","","0.13%"
"07/25/2008","929.70","928.25","935.90","919.40","","0.24%"
"07/24/2008","927.50","921.10","931.90","916.80","","0.73%"
"07/23/2008","920.75","945.70","949.75","918.15","","-2.61%"
"07/22/2008","945.40","965.55","976.35","943.20","","-2.16%"
"07/21/2008","966.30","956.25","969.25","955.55","","1.15%"
"07/18/2008","955.30","957.30","965.10","950.50","","-0.24%"
"07/17/2008","957.60","959.85","979.25","954.20","","-0.26%"
"07/16/2008","960.10","977.85","981.75","958.30","","-1.79%"
"07/15/2008","977.60","973.40","988.75","966.00","","0.50%"
"07/14/2008","972.70","966.05","975.65","954.40","","0.83%"
"07/11/2008","964.70","945.55","968.60","942.40","","1.85%"
"07/10/2008","947.15","928.85","948.40","926.10","","2.00%"
"07/09/2008","928.55","920.35","929.55","916.40","","0.93%"
"07/08/2008","920.00","925.75","934.50","913.00","","-0.67%"
"07/07/2008","926.25","933.15","933.15","915.30","","-0.76%"
"07/04/2008","933.30","933.45","937.00","929.80","","-0.06%"
"07/03/2008","933.85","944.60","947.35","927.70","","-1.22%"
"07/02/2008","945.35","939.95","947.50","932.50","","0.59%"
"07/01/2008","939.85","926.50","946.80","923.15","","1.59%"
"06/30/2008","925.10","929.20","936.00","919.00","","-0.30%"
"06/27/2008","927.85","916.80","931.10","910.80","","1.18%"
"06/26/2008","917.05","886.70","918.00","885.20","","3.47%"
"06/25/2008","886.30","890.00","890.75","874.50","","-0.40%"
"06/24/2008","889.90","883.80","894.20","882.65","","0.66%"
"06/23/2008","884.05","901.95","907.85","877.70","","-1.97%"
"06/20/2008","901.85","898.60","908.40","896.75","","0.33%"
"06/19/2008","898.85","894.70","908.90","884.05","","0.55%"
"06/18/2008","893.95","882.55","894.90","881.25","","1.25%"
"06/17/2008","882.90","882.50","889.35","874.80","","0.07%"
"06/16/2008","882.30","869.85","895.70","867.50","","1.27%"
"06/13/2008","871.20","869.20","874.95","860.10","","0.26%"
"06/12/2008","868.90","880.60","883.00","857.80","","-1.32%"
"06/11/2008","880.55","868.30","883.70","867.80","","1.52%"
"06/10/2008","867.35","892.30","895.65","865.15","","-2.86%"
"06/09/2008","892.90","902.85","909.70","891.40","","-1.05%"
"06/06/2008","902.35","877.50","902.45","877.40","","2.73%"
"06/05/2008","878.35","878.85","880.80","865.45","","-0.03%"
"06/04/2008","878.65","881.10","887.50","876.85","","-0.31%"
"06/03/2008","881.40","891.10","898.10","876.10","","-1.02%"
"06/02/2008","890.50","887.45","897.80","881.80","","0.41%"
"05/30/2008","886.90","878.15","890.60","871.00","","1.08%"
"05/29/2008","877.40","902.75","903.70","874.05","","-2.63%"
"05/28/2008","901.10","905.70","910.40","889.90","","-0.52%"
"05/27/2008","905.80","929.05","931.50","904.50","","-2.51%"
"05/26/2008","929.10","925.40","929.60","923.95","","0.42%"
"05/23/2008","925.20","920.65","929.60","915.55","","0.36%"
"05/22/2008","921.85","932.45","936.30","918.05","","-1.13%"
"05/21/2008","932.35","920.95","932.90","917.40","","1.41%"
"05/20/2008","919.35","905.10","924.40","903.40","","1.59%"
"05/19/2008","904.95","904.00","914.35","901.55","","0.29%"
"05/16/2008","902.30","882.20","905.70","880.50","","2.37%"
"05/15/2008","881.45","864.95","888.50","862.75","","1.94%"
"05/14/2008","864.65","866.25","871.80","860.30","","-0.21%"
"05/13/2008","866.50","882.70","885.65","861.60","","-1.86%"
"05/12/2008","882.90","884.20","890.10","878.45","","-0.23%"
"05/09/2008","884.90","884.30","890.80","871.00","","0.18%"
"05/08/2008","883.30","868.90","886.25","864.25","","1.75%"
"05/07/2008","868.15","876.10","882.05","864.75","","-0.90%"
"05/06/2008","876.05","873.65","883.70","871.70","","0.23%"
"05/05/2008","874.05","858.80","875.05","858.55","","2.05%"
"05/02/2008","856.45","852.25","859.90","846.00","","0.45%"
"05/01/2008","852.65","877.15","882.30","848.10","","-2.10%"
"04/30/2008","870.95","870.20","877.10","863.30","","-0.01%"
"04/29/2008","871.05","893.30","893.85","869.20","","-2.51%"
"04/28/2008","893.50","888.50","896.80","886.75","","0.83%"
"04/25/2008","886.15","887.30","897.50","878.60","","-0.07%"
"04/24/2008","886.80","903.65","907.30","884.05","","-1.92%"
"04/23/2008","904.20","917.50","923.60","898.10","","-1.50%"
"04/22/2008","918.00","914.50","926.00","912.50","","0.42%"
"04/21/2008","914.20","918.90","928.90","911.80","","-0.24%"
"04/18/2008","916.40","939.30","946.80","904.75","","-2.44%"
"04/17/2008","939.30","945.20","953.00","937.70","","-0.61%"
"04/16/2008","945.10","928.30","949.30","924.40","","1.80%"
"04/15/2008","928.40","924.70","936.90","921.65","","0.42%"
"04/14/2008","924.50","919.60","931.50","914.50","","-0.09%"
"04/11/2008","925.30","929.20","932.30","918.30","","-0.38%"
"04/10/2008","928.80","934.00","939.80","922.50","","-0.58%"
"04/09/2008","934.20","915.60","935.10","903.20","","2.05%"
"04/08/2008","915.40","920.90","925.90","908.30","","-0.54%"
"04/07/2008","920.40","912.70","929.50","911.00","","0.78%"
"04/04/2008","913.30","904.10","914.80","899.60","","1.11%"
"04/03/2008","903.30","902.20","909.10","889.70","","-0.07%"
"04/02/2008","903.90","884.30","905.70","882.00","","2.31%"
"04/01/2008","883.50","915.65","921.00","873.30","","-3.52%"
"03/31/2008","915.70","931.60","941.20","915.30","","-1.58%"
"03/28/2008","930.40","947.50","950.90","923.50","","-1.84%"
"03/27/2008","947.80","954.30","954.90","940.35","","-0.66%"
"03/26/2008","954.10","939.00","954.80","934.90","","1.64%"
"03/25/2008","938.70","914.30","939.20","911.90","","2.58%"
"03/24/2008","915.10","915.60","926.70","906.40","","-0.48%"
"03/21/2008","919.50","913.40","920.30","911.40","","1.04%"
"03/20/2008","910.00","938.70","943.40","905.05","","-3.59%"
"03/19/2008","943.90","981.20","997.60","939.50","","-3.87%"
"03/18/2008","981.90","1,003.90","1,012.70","978.20","","-2.07%"
"03/17/2008","1,002.70","1,002.90","1,031.20","998.80","","0.96%"
"03/14/2008","993.20","996.00","1,007.50","990.90","","-0.21%"
"03/13/2008","995.30","983.70","1,000.30","981.80","","1.20%"
"03/12/2008","983.50","973.10","983.50","968.50","","1.04%"
"03/11/2008","973.40","973.60","985.70","964.75","","0.00%"
"03/10/2008","973.40","973.40","980.80","961.40","","0.00%"
"03/07/2008","973.40","978.80","988.40","969.80","","-0.48%"
"03/06/2008","978.10","988.60","992.30","965.30","","-1.03%"
"03/05/2008","988.30","964.20","992.20","959.85","","2.58%"
"03/04/2008","963.40","983.90","988.30","960.80","","-2.07%"
"03/03/2008","983.80","973.40","989.70","973.40","","1.16%"
"02/29/2008","972.48","956.58","976.27","956.58","","0.32%"
"02/28/2008","969.35","957.65","969.35","953.35","","1.16%"
"02/27/2008","958.20","948.20","965.10","948.10","","0.98%"
"02/26/2008","948.90","940.20","948.90","926.80","","0.97%"
"02/25/2008","939.80","946.00","952.30","933.10","","-0.60%"
"02/22/2008","945.50","944.90","949.80","935.70","","0.06%"
"02/21/2008","944.90","943.90","954.00","937.90","","0.00%"
"02/20/2008","944.90","927.90","945.60","913.70","","1.87%"
"02/19/2008","927.60","905.60","930.80","905.15","","2.34%"
"02/18/2008","906.40","903.20","909.65","900.50","","0.41%"
"02/15/2008","902.70","908.70","915.60","898.30","","-0.61%"
"02/14/2008","908.20","906.70","914.20","901.90","","0.34%"
"02/13/2008","905.10","906.50","910.40","896.50","","-0.11%"
"02/12/2008","906.10","924.20","925.00","903.10","","-2.02%"
"02/11/2008","924.75","921.35","927.25","916.00","","0.70%"
"02/08/2008","918.35","905.35","920.45","905.35","","1.01%"
"02/07/2008","909.15","900.10","911.35","896.65","","0.93%"
"02/06/2008","900.75","887.10","907.55","886.15","","1.53%"
"02/05/2008","887.20","903.85","906.60","885.65","","-1.94%"
"02/04/2008","904.75","906.10","912.60","892.00","","-0.62%"
"02/01/2008","910.38","924.38","936.88","905.08","","-1.65%"
"01/31/2008","925.62","927.62","929.23","919.23","","-0.36%"
"01/30/2008","929.00","923.75","933.00","917.20","","0.56%"
"01/29/2008","923.85","927.35","933.45","917.10","","-0.43%"
"01/28/2008","927.85","915.60","929.55","914.85","","1.57%"
"01/25/2008","913.50","913.00","923.90","908.50","","0.68%"
"01/24/2008","907.35","891.10","910.85","889.10","","2.01%"
"01/23/2008","889.45","890.65","895.95","876.75","","-0.13%"
"01/22/2008","890.65","861.60","894.65","849.85","","2.80%"
"01/21/2008","866.35","881.60","882.85","858.75","","-2.06%"
"01/18/2008","884.55","877.25","888.55","870.45","","0.77%"
"01/17/2008","877.75","878.55","890.45","875.85","","0.02%"
"01/16/2008","877.55","889.85","899.60","874.55","","-1.93%"
"01/15/2008","894.85","903.75","914.15","893.65","","-1.14%"
"01/14/2008","905.20","898.00","914.40","892.60","","1.05%"
"01/11/2008","895.75","892.65","898.35","887.50","","0.30%"
"01/10/2008","893.10","878.50","895.30","866.40","","1.74%"
"01/09/2008","877.80","877.70","891.80","872.00","","0.01%"
"01/08/2008","877.70","857.90","881.50","856.90","","2.31%"
"01/07/2008","857.90","860.80","865.20","855.60","","-0.42%"
"01/04/2008","861.50","863.70","868.90","854.60","","-0.22%"
"01/03/2008","863.40","857.00","869.45","853.40","","0.72%"
"01/02/2008","857.20","837.00","861.50","834.70","","2.82%"
"01/01/2008","833.70","833.70","833.80","833.60","","0.01%"
"12/31/2007","833.60","839.50","843.60","832.10","","-0.64%"
"12/28/2007","839.00","825.90","840.20","824.80","","1.72%"
"12/27/2007","824.80","824.40","831.60","821.70","","-0.02%"
"12/26/2007","825.00","808.65","826.50","808.20","","2.23%"
"12/25/2007","807.00","811.70","812.20","804.15","","-0.60%"
"12/24/2007","811.90","811.70","815.20","808.40","","0.14%"
"12/21/2007","810.80","796.70","812.60","795.70","","1.77%"
"12/20/2007","796.70","802.40","803.40","793.60","","-0.69%"
"12/19/2007","802.20","802.90","805.00","797.90","","0.00%"
"12/18/2007","802.20","792.90","806.60","790.40","","1.33%"
"12/17/2007","791.70","793.80","798.90","785.40","","-0.40%"
"12/14/2007","794.90","797.60","803.90","788.00","","-0.31%"
"12/13/2007","797.40","813.90","813.90","792.00","","-2.02%"
"12/12/2007","813.80","797.80","817.40","797.10","","2.04%"
"12/11/2007","797.50","808.60","813.40","797.20","","-1.48%"
"12/10/2007","809.50","794.80","812.50","794.30","","1.75%"
"12/07/2007","795.60","802.60","805.20","791.40","","-0.88%"
"12/06/2007","802.70","794.60","805.75","785.40","","0.92%"
"12/05/2007","795.40","802.10","807.10","791.60","","-0.97%"
"12/04/2007","803.20","791.80","805.90","787.00","","1.48%"
"12/03/2007","791.50","783.10","791.80","777.40","","1.10%"
"11/30/2007","782.90","793.10","799.40","779.10","","-1.30%"
"11/29/2007","793.20","803.90","808.30","793.00","","-1.50%"
"11/28/2007","805.30","812.50","815.70","791.70","","-0.76%"
"11/27/2007","811.50","824.40","829.50","808.30","","-1.35%"
"11/26/2007","822.60","821.40","837.10","821.40","","-0.10%"
"11/23/2007","823.40","804.60","826.10","803.00","","2.36%"
"11/22/2007","804.40","800.45","805.80","798.30","","0.27%"
"11/21/2007","802.20","804.50","807.40","794.80","","-0.19%"
"11/20/2007","803.70","781.90","803.70","773.00","","2.81%"
"11/19/2007","781.70","786.50","794.30","775.30","","-0.71%"
"11/16/2007","787.30","789.00","797.65","784.00","","-0.16%"
"11/15/2007","788.60","811.60","818.30","782.75","","-2.86%"
"11/14/2007","811.80","801.00","816.00","800.10","","1.40%"
"11/13/2007","800.60","803.50","809.10","791.20","","-0.37%"
"11/12/2007","803.60","830.90","831.00","797.90","","-3.38%"
"11/09/2007","831.70","832.70","839.30","827.60","","0.01%"
"11/08/2007","831.60","830.50","845.70","824.00","","-0.07%"
"11/07/2007","832.20","825.10","845.80","822.70","","0.97%"
"11/06/2007","824.20","806.50","824.70","806.30","","2.19%"
"11/05/2007","806.50","807.40","811.30","801.30","","-0.12%"
"11/02/2007","807.50","787.90","808.10","787.40","","2.52%"
"11/01/2007","787.62","796.12","799.92","784.73","","-1.08%"
"10/31/2007","796.20","781.90","796.90","777.10","","1.87%"
"10/30/2007","781.60","791.20","792.40","779.50","","-1.24%"
"10/29/2007","791.40","784.80","794.80","784.50","","0.76%"
"10/26/2007","785.40","769.20","786.10","768.60","","2.09%"
"10/25/2007","769.30","764.10","769.60","762.00","","0.71%"
"10/24/2007","763.90","759.60","764.35","754.30","","0.55%"
"10/23/2007","759.70","754.80","761.30","753.00","","0.70%"
"10/22/2007","754.40","766.70","768.60","745.90","","-1.41%"
"10/19/2007","765.20","768.15","770.40","758.50","","-0.18%"
"10/18/2007","766.60","755.30","766.60","755.10","","1.54%"
"10/17/2007","755.00","760.65","765.00","754.50","","-0.68%"
"10/16/2007","760.20","759.00","767.00","754.40","","0.12%"
"10/15/2007","759.30","749.30","760.30","747.80","","1.29%"
"10/12/2007","749.60","748.30","752.50","745.20","","0.24%"
"10/11/2007","747.80","740.90","754.00","740.60","","0.92%"
"10/10/2007","741.00","738.20","746.20","737.50","","0.41%"
